DATE      	TIME       	LAT     	LON      	DEPTH	MAG
2005-10-30	30:08.2	27.762	87.8803	88.7	4
2005-10-31	47:55.3	28.4667	84.8935	6.9	5.1
2005-12-25	19:39.7	29.934	83.5903	17	3.4
2005-12-25	08:06.7	28.6771	86.1805	35	4
2006-02-03	57:47.5	27.2207	86.3768	19.3	4.9
2006-02-19	18:54.7	28.3101	83.7342	11.7	3.9
2006-02-19	19:30.7	28.2458	83.7614	35	4.1
2006-04-04	23:06.6	27.8953	85.79	19.4	4.1
2006-04-11	15:19.4	27.9847	87.6238	55.1	3.6
2006-06-21	20:38.5	29.3921	84.2509	35	3.4
2006-08-15	30:43.2	29.4812	85.6278	35	3.9
2006-08-30	25:05.7	29.2241	83.4371	35	3.8
2006-12-31	36:55.3	28.0024	87.9601	61.9	4.3
2007-01-10	13:36.7	29.3689	87.3511	35	3.5
2007-02-06	39:00.5	27.9359	87.8092	73.8	4.2
2007-04-06	45:37.7	28.4755	86.6885	57	3.6
2007-04-17	04:36.7	28.1859	87.8097	68	3.7
2007-05-06	53:57.6	27.224	87.3985	30	3.6
2007-05-16	17:27.4	27.2356	87.8899	30.9	4.3
2007-05-16	17:30.1	27.2986	87.747	20	4
2007-05-18	40:04.2	27.2128	88.1724	39	4.6
2007-05-28	29:59.6	27.9717	87.7703	68	3.6
2007-06-09	07:27.8	28.3828	87.4307	35	3.9
2007-06-26	22:06.0	29.4751	83.1596	35	3.3
2007-08-03	50:46.4	27.0995	86.9086	14.2	4.3
2007-08-07	22:45.2	29.3915	87.1865	35	3.7
2007-08-11	01:34.1	28.6825	85.6492	47	3.9
2007-08-11	35:52.5	27.3474	87.6847	17.8	5
2007-09-01	33:15.6	27.8779	87.8618	69.9	3.7
2007-10-29	49:20.8	27.9237	85.4148	18	4.6
2007-11-05	32:25.0	28.3109	84.5012	1.7	4
2007-11-07	30:24.5	28.058	86.9681	74.9	3.8
2008-02-16	49:21.0	26.6886	85.8014	35	3.2
2008-02-23	49:10.9	27.3484	87.9436	20	3.7
2008-03-05	46:07.4	28.3134	84.6262	35	3.6
2008-03-06	25:43.1	28.4498	87.7666	35	4.2
2008-04-01	17:08.3	28.5659	86.9288	60.7	4.2
2008-04-08	41:05.3	28.4461	83.4263	10	3.8
2008-04-12	13:15.0	27.7227	86.8408	35	3.5
2008-05-08	11:58.8	28.1028	87.6887	89.9	4
2008-05-20	10:27.5	28.3067	83.7328	35	3.7
2008-05-27	36:27.3	28.9041	85.3632	35	3.8
2008-06-11	01:52.7	28.3841	86.8775	34	3.7
2008-06-20	05:57.1	27.9007	85.7151	12.1	4.2
2008-06-22	14:47.9	28.3866	85.7146	65.9	3.6
2008-07-31	20:20.7	28.406	86.3978	57	3.9
2008-08-01	50:11.4	28.3366	87.7321	79.1	3.7
2008-09-19	46:57.2	28.6476	86.5144	59.9	4
2008-10-07	09:39.3	27.5148	87.7825	17.5	3.9
2008-11-17	52:18.3	29.1842	88.1512	10	4.6
2008-12-01	24:00.1	28.1051	85.3096	35.6	3.7
2008-12-02	11:41.4	27.3058	87.97	20	4.7
2008-12-05	34:23.6	29.2118	88.0554	35	3.5
2008-12-22	19:59.3	28.3644	84.286	35	3.7
2009-01-05	12:52.5	28.5835	86.8354	63.7	3.3
2009-01-19	59:56.5	28.5201	86.4148	57	3.5
2009-02-24	23:32.2	28.731	86.5101	68.8	4
2009-03-08	38:01.7	27.5312	87.6067	20.2	3.1
2009-03-16	01:20.9	28.113	87.8019	73	3.8
2009-03-24	58:00.1	28.0195	87.6592	10	3.3
2009-05-13	52:48.3	28.1821	84.7568	0.1	3.6
2009-05-14	18:16.4	27.486	87.2895	22.8	3.7
2009-05-14	13:16.4	27.7171	87.4296	21	3.4
2009-05-18	03:51.9	27.9369	87.9655	56.1	3.9
2009-06-01	27:55.6	29.8593	88.0606	37	3.9
2009-09-09	20:00.7	27.9087	87.2197	25.3	3.9
2009-10-09	12:12.7	28.3564	87.2587	43.1	3.9
2009-10-30	29:10.2	29.6407	84.6737	24.2	4.2
2009-11-07	08:48.5	29.5388	86.0503	18.4	5.6
2009-11-09	21:43.2	29.7438	86.6009	35	3.5
2010-01-30	03:37.0	28.028	88.0536	71	3.6
2010-02-26	42:37.6	28.4699	86.7608	74.7	5.5
2010-02-27	04:07.4	28.2639	86.1464	19	3.9
2010-02-28	03:26.9	28.4701	86.7134	70	3.8
2010-03-27	44:04.9	27.7579	87.805	68	3.9
2010-05-13	05:59.2	28.3035	84.4977	35	3.7
2010-07-10	15:45.4	29.3131	86.9554	42.3	4.6
2010-09-28	46:20.2	27.8991	87.8177	71	3.5
2010-10-05	00:36.6	27.1748	88.1393	36	3.9
2010-10-17	11:20.1	28.6015	85.6773	52.7	4.9
2010-10-18	26:54.1	28.5418	85.6236	75	4.2
2011-01-10	58:10.5	28.2161	88.0191	71	3.4
2011-01-18	02:27.6	28.0386	85.8297	19	3.6
2011-02-07	40:55.6	28.0425	87.8694	71	3.9
2011-02-13	51:21.8	27.3643	86.944	30.9	4.3
2011-02-22	44:48.8	27.6399	87.2992	35	3.6
2011-03-10	49:19.5	28.0534	85.372	18	3.6
2011-03-22	10:53.6	28.3355	83.0546	35	3.9
2011-03-26	23:02.8	27.6401	86.6233	10	4
2011-04-15	21:09.9	27.8952	87.3065	50	3.7
2011-04-24	53:40.6	27.9938	86.8635	35	3.4
2011-06-03	53:25.2	27.4545	87.8417	30.2	4.8
2011-06-25	23:24.6	28.3414	87.5894	35	3.7
2011-08-11	01:26.6	29.9475	86.7755	35	4.3
2011-08-15	48:05.1	27.293	86.2685	15.9	4
2011-09-18	40:49.6	27.8039	88.1536	29.6	6.5
2011-10-09	22:22.9	28.0598	87.8177	71	3.4
2011-11-12	46:55.0	28.1754	84.8941	40.1	4
2011-12-08	40:36.3	28.5529	83.1295	10	3.7
2011-12-14	20:57.2	27.6897	88.0951	82.4	4
2011-12-30	14:25.8	28.5109	87.7492	31.6	4.3
2012-01-04	28:32.3	29.2361	85.8862	35	3.3
2012-01-18	16:27.0	26.4878	86.381	36.6	3.5
2012-01-28	25:13.8	28.0693	87.2048	1	3.7
2012-02-05	06:04.7	27.0287	87.988	36	3.4
2012-02-14	41:23.0	27.1966	87.9001	20	3.5
2012-02-14	48:43.0	27.2611	88.1069	20	3.5
2012-02-21	05:45.5	27.5157	88.1549	10	3.7
2012-03-18	56:37.4	27.9386	86.8405	10	3.8
2012-04-29	53:41.5	28.1456	88.0908	35	3.8
2012-05-05	25:01.4	28.3665	83.7221	54	3.6
2012-05-30	54:28.1	27.3269	88.0558	19.4	4.1
2012-06-09	54:10.3	28.2945	84.0924	18.9	4.8
2012-06-09	59:59.9	28.4517	86.7761	10	3.8
2012-07-02	47:49.6	29.9356	87.9652	37	4
2012-07-03	11:42.9	29.9577	88.0883	22.5	4.7
2012-07-22	44:21.2	29.9104	87.9374	32	4.8
2012-07-23	15:11.3	29.7614	87.8503	37	4.1
2012-08-01	50:04.6	29.964	85.468	35	3.7
2012-08-09	12:04.8	28.4425	86.7939	67.1	4.6
2012-08-09	55:27.4	28.5087	86.8208	34	3.8
2012-08-11	44:41.2	28.5504	86.8871	58.9	4.2
2012-09-08	41:49.4	29.881	88.0515	37	3.6
2012-10-22	56:52.6	27.7913	87.8421	81.2	3.6
2012-11-05	07:59.7	28.3521	86.2047	74.9	4.5
2012-12-07	31:08.5	28.5605	83.6333	35	3.6
2013-01-09	05:03.5	29.9647	88.0114	37	3.8
2013-02-02	59:50.0	29.8847	87.9638	10	3.7
2013-02-04	07:19.8	28.5195	86.5396	100	3.7
2013-02-05	26:51.6	28.1337	87.2601	10	3.7
2013-02-21	09:59.1	29.916	87.9525	37	3.7
2013-02-21	39:35.9	29.9609	87.8931	10	4
2013-03-31	05:18.4	28.8879	87.1646	35	3.7
2013-04-19	35:48.4	27.4611	87.9788	10	4
2013-05-18	42:58.4	29.9837	88.089	37	3.8
2013-05-26	38:54.7	27.6959	85.3545	10	3.6
2013-05-29	09:04.6	28.4653	87.7846	43.3	3.8
2013-06-24	34:52.8	28.5914	86.6969	35	3.5
2013-07-15	39:43.9	28.3949	87.6585	52	4.5
2013-08-30	48:43.5	28.2266	85.9848	62	4.8
2013-08-30	02:29.9	28.2729	85.9321	52.4	3.9
2013-09-04	38:38.3	28.3856	87.559	35	3.8
2013-09-12	29:11.8	26.9176	87.2876	13.4	3.7
2013-09-29	49:07.5	29.6735	87.8279	10	3.7
2013-10-26	17:25.4	29.0718	86.569	4	3.8
2013-12-08	19:42.6	27.8584	87.6792	35	4.2
2014-01-22	29:29.6	29.7544	88.1554	10	3.6
2014-03-18	26:24.4	28.2814	87.2255	34	3.4
2014-06-09	46:06.0	27.3591	88.0874	20	4.3
2014-06-13	16:25.5	29.3584	86.2435	10	4.2
2014-07-04	58:37.8	27.7636	87.9974	20	4
2014-08-03	12:27.8	29.1516	85.46	10	3.9
2014-08-03	02:15.4	29.0814	85.5039	9.6	4
2014-08-03	46:22.7	29.232	85.4999	10	4.1
2014-08-03	53:52.1	28.9616	85.1599	35	3.7
2014-08-03	57:29.3	29.1941	85.4875	3.4	5.1
2014-08-12	36:27.3	29.8577	87.9466	10	3.8
2014-08-22	59:38.4	27.9675	88.0868	99	3.8
2014-08-29	01:23.2	29.8416	87.8664	37	3.9
2014-09-17	29:14.4	27.8015	87.9131	49.3	4
2014-11-25	49:05.6	28.1193	84.8313	11.5	4.4
2014-12-07	50:30.9	29.443	85.4182	10	3.6
2014-12-18	32:10.2	27.6353	86.4217	15.1	4.9
2014-12-26	08:10.3	28.4368	87.4424	73.1	4.8
2015-01-31	59:42.1	28.2871	84.0151	10	4.8
2015-02-18	18:34.2	29.2778	86.2868	35	3.5
2015-04-02	56:41.2	28.7562	86.3875	80.5	4.5
2015-04-22	13:05.9	28.4273	83.6923	35	3.3
2015-04-23	26:42.6	27.1653	87.9634	36	3.7
2015-04-25	11:26.6	28.1302	84.7168	13.4	6.9
