DATE      ,TIME       ,LAT     ,LON      ,DEPTH,MAG,,,,,,,,,,,,,,,,
2005-10-11,53:21.4,34.4765,73.5532,22,4.3,,,,,,,,,,,,,,,,
2005-10-11,58:11.7,34.726,73.1797,22,4,,,,,,,,,,,,,,,,
2005-10-11,34:20.3,34.4863,73.3085,22,4,,,,,,,,,,,,,,,,
2005-10-11,35:51.4,34.6661,73.2855,31.3,4.6,,,,,,,,,,,,,,,,
2005-10-11,21:32.7,34.843,73.0281,24,3.9,,,,,,,,,,,,,,,,
2005-10-11,12:22.1,34.6055,73.4354,35,3.9,,,,,,,,,,,,,,,,
2005-10-11,51:16.0,34.261,73.8628,20,4.1,,,,,,,,,,,,,,,,
2005-10-11,13:11.6,34.083,73.8132,20,4.2,,,,,,,,,,,,,,,,
2005-10-11,27:59.9,34.2501,73.9482,20,4,,,,,,,,,,,,,,,,
2005-10-11,53:57.6,33.2924,75.9804,26,3.6,,,,,,,,,,,,,,,,
2005-10-12,55:04.0,34.7164,73.9757,26,3.9,,,,,,,,,,,,,,,,
2005-10-12,45:54.6,34.6416,73.9951,26,4.1,,,,,,,,,,,,,,,,
2005-10-12,55:54.9,34.7213,73.0291,24,3.9,,,,,,,,,,,,,,,,
2005-10-12,36:01.9,34.5309,74.0659,26,4.4,,,,,,,,,,,,,,,,
2005-10-12,11:17.5,34.837,73.3753,21,4.4,,,,,,,,,,,,,,,,
2005-10-12,22:12.5,34.7255,73.2643,21,4.1,,,,,,,,,,,,,,,,
2005-10-12,59:04.1,34.3182,73.2974,21,3.6,,,,,,,,,,,,,,,,
2005-10-12,03:19.5,34.6346,73.327,21,4.2,,,,,,,,,,,,,,,,
2005-10-12,10:20.2,34.1517,73.5976,27,3.8,,,,,,,,,,,,,,,,
2005-10-12,23:39.0,34.8902,73.1748,14.3,5.6,,,,,,,,,,,,,,,,
2005-10-13,01:41.3,34.4002,73.8032,22,4,,,,,,,,,,,,,,,,
2005-10-13,19:08.9,34.6425,72.8451,21,3.8,,,,,,,,,,,,,,,,
2005-10-13,49:50.3,34.7938,73.2245,24,4.3,,,,,,,,,,,,,,,,
2005-10-13,20:23.8,34.7241,73.5242,22,3.9,,,,,,,,,,,,,,,,
2005-10-13,05:55.0,34.6636,73.546,22,3.8,,,,,,,,,,,,,,,,
2005-10-13,02:34.5,34.6464,73.1362,21,3.9,,,,,,,,,,,,,,,,
2005-10-13,09:39.9,34.2685,73.6668,27,3.8,,,,,,,,,,,,,,,,
2005-10-13,09:54.0,34.6806,73.0577,24,3.7,,,,,,,,,,,,,,,,
2005-10-13,32:31.1,33.968,73.5729,27,4.1,,,,,,,,,,,,,,,,
2005-10-13,33:51.4,34.6796,73.3482,22,4.5,,,,,,,,,,,,,,,,
2005-10-13,19:16.3,34.7273,73.1932,34.7,4.6,,,,,,,,,,,,,,,,
2005-10-13,48:40.5,34.516,73.1008,22,4,,,,,,,,,,,,,,,,
2005-10-13,08:48.8,34.5875,73.3894,27.5,4.4,,,,,,,,,,,,,,,,
2005-10-13,46:55.5,34.8092,73.1519,45.8,4.6,,,,,,,,,,,,,,,,
2005-10-13,23:06.1,34.789,73.1103,31.4,4.8,,,,,,,,,,,,,,,,
2005-10-13,49:23.8,34.7342,73.2463,20.2,5.2,,,,,,,,,,,,,,,,
2005-10-13,24:32.0,34.3221,73.4371,22,4,,,,,,,,,,,,,,,,
2005-10-13,53:06.1,34.7156,73.3084,25.4,4.8,,,,,,,,,,,,,,,,
2005-10-13,58:59.0,34.6765,73.1361,21,3.9,,,,,,,,,,,,,,,,
2005-10-13,02:31.0,34.8042,73.2483,21,3.8,,,,,,,,,,,,,,,,
2005-10-13,11:35.2,34.7203,73.0839,21,4,,,,,,,,,,,,,,,,
2005-10-13,25:06.9,34.5,73.6949,22,4.5,,,,,,,,,,,,,,,,
2005-10-14,43:05.1,28.1566,86.1697,19,3.9,,,,,,,,,,,,,,,,
2005-10-14,27:43.0,34.4396,73.412,22,3.8,,,,,,,,,,,,,,,,
2005-10-14,37:08.4,34.6261,72.9391,21,4.1,,,,,,,,,,,,,,,,
2005-10-14,52:30.1,34.78,73.3426,21,4.4,,,,,,,,,,,,,,,,
2005-10-14,04:49.5,34.5493,73.2483,20.9,4.8,,,,,,,,,,,,,,,,
2005-10-14,54:35.0,34.7702,73.3881,21,4.2,,,,,,,,,,,,,,,,
2005-10-14,58:27.9,34.6012,73.1732,22,4.1,,,,,,,,,,,,,,,,
2005-10-14,18:50.5,34.704,73.1324,21,4.6,,,,,,,,,,,,,,,,
2005-10-14,33:45.0,34.5253,73.232,22,3.7,,,,,,,,,,,,,,,,
2005-10-14,31:04.2,34.525,73.696,26,3.5,,,,,,,,,,,,,,,,
2005-10-14,36:29.4,34.5855,73.7208,22,4.6,,,,,,,,,,,,,,,,
2005-10-14,52:18.4,34.4593,74.0254,26,3.5,,,,,,,,,,,,,,,,
2005-10-14,35:15.3,34.7228,73.3547,22,4.2,,,,,,,,,,,,,,,,
2005-10-14,37:42.4,34.893,73.1491,13,5,,,,,,,,,,,,,,,,
2005-10-14,28:17.6,34.3105,73.603,22,3.9,,,,,,,,,,,,,,,,
2005-10-14,23:31.2,34.749,73.2094,21,4.1,,,,,,,,,,,,,,,,
2005-10-15,08:12.7,34.7696,73.4281,22,4,,,,,,,,,,,,,,,,
2005-10-15,24:07.4,34.0026,73.9465,19.5,5.1,,,,,,,,,,,,,,,,
2005-10-15,32:21.4,34.0158,73.9413,13.3,5,,,,,,,,,,,,,,,,
2005-10-15,43:06.1,34.5985,73.7572,22,3.9,,,,,,,,,,,,,,,,
2005-10-15,10:14.0,34.2978,73.545,27,3.9,,,,,,,,,,,,,,,,
2005-10-15,52:15.0,34.0421,73.8781,20,4.5,,,,,,,,,,,,,,,,
2005-10-15,04:10.1,34.5864,73.4719,22,4.2,,,,,,,,,,,,,,,,
2005-10-15,36:56.3,34.7311,73.7336,10,3.8,,,,,,,,,,,,,,,,
2005-10-15,31:43.1,34.5631,72.9169,21,3.7,,,,,,,,,,,,,,,,
2005-10-15,48:37.1,34.8546,73.0334,21,3.6,,,,,,,,,,,,,,,,
2005-10-16,15:32.8,34.8003,73.2263,24,4.1,,,,,,,,,,,,,,,,
2005-10-16,33:43.5,34.7491,73.7595,22,4.1,,,,,,,,,,,,,,,,
2005-10-16,17:05.3,34.2257,73.3906,22,3.7,,,,,,,,,,,,,,,,
2005-10-16,19:29.8,34.9153,74.3069,34,3.5,,,,,,,,,,,,,,,,
2005-10-16,07:38.0,34.2389,73.3722,22,3.7,,,,,,,,,,,,,,,,
2005-10-16,09:46.7,34.3036,73.7189,26,3.9,,,,,,,,,,,,,,,,
2005-10-16,05:34.5,34.6478,73.3065,23.9,4.4,,,,,,,,,,,,,,,,
2005-10-16,36:48.2,34.6819,73.1789,21,4,,,,,,,,,,,,,,,,
2005-10-17,43:06.2,34.2004,73.4273,22,4,,,,,,,,,,,,,,,,
2005-10-17,43:09.1,34.8543,73.2021,14.4,5,,,,,,,,,,,,,,,,
2005-10-17,58:28.6,34.7853,73.1867,24,4,,,,,,,,,,,,,,,,
2005-10-17,41:02.3,34.6379,73.3799,22,4.2,,,,,,,,,,,,,,,,
2005-10-17,31:51.7,34.6333,72.9767,21,4.2,,,,,,,,,,,,,,,,
2005-10-17,29:09.8,34.6575,73.4167,22,3.9,,,,,,,,,,,,,,,,
2005-10-17,43:41.4,34.5206,73.2733,22,4.4,,,,,,,,,,,,,,,,
2005-10-17,41:08.2,34.9764,73.8359,34,4.1,,,,,,,,,,,,,,,,
2005-10-18,31:08.2,34.5512,72.947,21,4.1,,,,,,,,,,,,,,,,
2005-10-18,23:26.3,34.8192,72.9337,24,3.8,,,,,,,,,,,,,,,,
2005-10-18,14:10.4,34.6656,73.0113,21,4,,,,,,,,,,,,,,,,
2005-10-18,53:41.2,34.7449,73.6046,21,3.7,,,,,,,,,,,,,,,,
2005-10-18,32:05.0,34.4955,73.1778,27.4,4.5,,,,,,,,,,,,,,,,
2005-10-18,46:41.5,34.6548,73.2196,21,4.4,,,,,,,,,,,,,,,,
2005-10-18,20:01.3,34.7116,72.9585,21,4.5,,,,,,,,,,,,,,,,
2005-10-18,20:08.7,34.6994,73.1562,27.3,5.1,,,,,,,,,,,,,,,,
2005-10-19,33:29.4,34.7747,73.1043,12.4,5.6,,,,,,,,,,,,,,,,
2005-10-19,47:16.8,34.8012,73.0679,24,3.9,,,,,,,,,,,,,,,,
2005-10-19,52:57.2,34.6633,73.1378,21,4.2,,,,,,,,,,,,,,,,
2005-10-19,16:23.6,34.8076,73.1005,24.2,5.5,,,,,,,,,,,,,,,,
2005-10-19,27:08.8,34.6994,72.9305,21,4,,,,,,,,,,,,,,,,
2005-10-19,42:34.0,34.7417,72.7969,24,3.8,,,,,,,,,,,,,,,,
2005-10-19,00:57.9,34.6064,73.1441,21,3.8,,,,,,,,,,,,,,,,
2005-10-19,17:11.3,34.8258,73.2859,24,3.6,,,,,,,,,,,,,,,,
2005-10-19,21:26.3,34.8954,73.5305,24,3.7,,,,,,,,,,,,,,,,
2005-10-19,17:13.5,34.7036,72.9637,21,4.2,,,,,,,,,,,,,,,,
2005-10-19,17:20.8,34.5136,72.9533,21,4.8,,,,,,,,,,,,,,,,
2005-10-19,20:30.0,34.6809,73.2937,22,4.1,,,,,,,,,,,,,,,,
2005-10-19,24:17.3,34.7089,73.0834,24,4.3,,,,,,,,,,,,,,,,
2005-10-19,25:41.1,34.6745,73.0241,21,3.9,,,,,,,,,,,,,,,,
2005-10-19,09:08.9,34.7476,73.1454,21,3.8,,,,,,,,,,,,,,,,
2005-10-19,15:01.4,34.717,72.9236,24,3.9,,,,,,,,,,,,,,,,
2005-10-19,32:50.4,34.6535,73.3345,22,4.2,,,,,,,,,,,,,,,,
2005-10-19,47:29.9,34.8123,73.0815,24,5,,,,,,,,,,,,,,,,
2005-10-19,15:48.6,34.7274,73.107,21,4,,,,,,,,,,,,,,,,
2005-10-19,51:55.1,34.6454,73.1367,21,4.6,,,,,,,,,,,,,,,,
2005-10-19,11:45.5,34.4697,72.8611,21,3.8,,,,,,,,,,,,,,,,
2005-10-19,28:41.6,34.7044,73.3832,22,3.9,,,,,,,,,,,,,,,,
2005-10-19,33:50.2,34.6877,73.0691,21,3.6,,,,,,,,,,,,,,,,
2005-10-19,21:47:08,34.9433,73.365,21,3.4,,,,,,,,,,,,,,,,
2005-10-19,45:29.3,34.6227,73.122,21,3.9,,,,,,,,,,,,,,,,
2005-10-20,00:27.4,34.8658,73.0814,24,4,,,,,,,,,,,,,,,,
2005-10-20,08:50.7,34.8744,72.9005,24,4.1,,,,,,,,,,,,,,,,
2005-10-20,52:00.8,34.1529,73.5319,27,4.1,,,,,,,,,,,,,,,,
2005-10-20,04:27.6,34.3444,73.4412,22,3.6,,,,,,,,,,,,,,,,
2005-10-20,11:56.5,34.5505,73.054,21,4,,,,,,,,,,,,,,,,
2005-10-20,11:15.0,34.7758,72.8586,24,4,,,,,,,,,,,,,,,,
2005-10-20,25:03.7,34.7261,72.9331,24,4.2,,,,,,,,,,,,,,,,
2005-10-21,45:39.8,34.5213,74.2111,35,4,,,,,,,,,,,,,,,,
2005-10-21,11:31.4,34.8121,73.3687,21,3.9,,,,,,,,,,,,,,,,
2005-10-21,17:35.6,34.613,73.3165,22,4.4,,,,,,,,,,,,,,,,
2005-10-21,08:01.7,34.877,73.3052,24,4.1,,,,,,,,,,,,,,,,
2005-10-22,26:48.2,34.6853,73.4704,22,4.2,,,,,,,,,,,,,,,,
2005-10-22,31:52.2,34.4756,73.6244,22,4.3,,,,,,,,,,,,,,,,
2005-10-22,29:14.7,34.7611,73.2866,21,4.7,,,,,,,,,,,,,,,,
2005-10-22,47:20.6,34.7425,72.8804,24,4,,,,,,,,,,,,,,,,
2005-10-22,00:47.9,34.7911,72.7067,35,3.8,,,,,,,,,,,,,,,,
2005-10-23,43:33.7,34.4666,73.5011,22,4,,,,,,,,,,,,,,,,
2005-10-23,30:47.6,34.0754,73.3029,27,3.6,,,,,,,,,,,,,,,,
2005-10-23,04:21.8,34.8599,73.1101,16.4,5.7,,,,,,,,,,,,,,,,
2005-10-23,19:52.5,34.8104,72.7282,35,3.6,,,,,,,,,,,,,,,,
2005-10-23,31:25.3,34.7609,72.8926,24,4.4,,,,,,,,,,,,,,,,
2005-10-23,54:55.6,34.7475,73.165,21,4.1,,,,,,,,,,,,,,,,
2005-10-23,59:53.5,34.8045,74.0796,34,3.6,,,,,,,,,,,,,,,,
2005-10-23,19:20.1,34.8898,73.2487,24,3.6,,,,,,,,,,,,,,,,
2005-10-23,37:06.9,34.7872,72.8789,24,4.1,,,,,,,,,,,,,,,,
2005-10-23,28:28.7,34.8316,73.1537,25.5,4.9,,,,,,,,,,,,,,,,
2005-10-23,42:50.3,34.7981,72.9159,24,3.8,,,,,,,,,,,,,,,,
2005-10-23,36:37.8,34.7289,72.8625,24,4,,,,,,,,,,,,,,,,
2005-10-23,32:19.0,34.8561,72.9648,24,3.9,,,,,,,,,,,,,,,,
2005-10-23,01:10.5,34.8219,72.903,24,3.8,,,,,,,,,,,,,,,,
2005-10-23,48:49.9,34.2416,73.5152,27,3.8,,,,,,,,,,,,,,,,
2005-10-24,31:08.8,34.6075,73.285,21,4.2,,,,,,,,,,,,,,,,
2005-10-24,15:52.9,34.567,72.901,21,4,,,,,,,,,,,,,,,,
2005-10-24,42:44.7,34.7909,72.9472,24,4.7,,,,,,,,,,,,,,,,
2005-10-24,14:18.2,34.7703,73.16,25.3,4.9,,,,,,,,,,,,,,,,
2005-10-24,23:28.6,34.8283,73.4202,21,4.2,,,,,,,,,,,,,,,,
2005-10-25,43:11.7,29.8049,81.2379,35,3.7,,,,,,,,,,,,,,,,
2005-10-25,51:24.5,30.0829,81.0925,35,4.8,,,,,,,,,,,,,,,,
2005-10-25,51:27.5,30.0739,81.163,10,3.8,,,,,,,,,,,,,,,,
2005-10-25,57:53.0,34.7199,73.3451,22,4.3,,,,,,,,,,,,,,,,
2005-10-25,01:59.9,34.5853,73.3249,22,4.1,,,,,,,,,,,,,,,,
2005-10-26,42:41.8,34.1695,73.8793,14.9,4.8,,,,,,,,,,,,,,,,
2005-10-26,49:28.9,34.3734,73.9704,27,4.1,,,,,,,,,,,,,,,,
2005-10-26,08:09.3,34.2043,73.6783,27,3.6,,,,,,,,,,,,,,,,
2005-10-26,34:52.4,34.361,73.5658,22,3.8,,,,,,,,,,,,,,,,
2005-10-27,26:30.9,34.7135,73.2166,21,4.4,,,,,,,,,,,,,,,,
2005-10-27,15:47.7,34.7685,73.1282,24,3.6,,,,,,,,,,,,,,,,
2005-10-27,21:29.1,34.6709,73.3691,22,4,,,,,,,,,,,,,,,,
2005-10-27,30:54.4,34.6964,73.3808,22,4,,,,,,,,,,,,,,,,
2005-10-27,02:19.6,34.5914,73.3658,22,3.8,,,,,,,,,,,,,,,,
2005-10-27,31:31.8,34.7123,73.1533,21,4.7,,,,,,,,,,,,,,,,
2005-10-27,26:22.0,34.1316,73.685,20,4.2,,,,,,,,,,,,,,,,
2005-10-28,22:09.5,34.1338,73.5002,27,3.8,,,,,,,,,,,,,,,,
2005-10-28,09:37.5,34.6633,73.2287,21,4,,,,,,,,,,,,,,,,
2005-10-28,39:03.3,34.7001,72.8313,24,3.9,,,,,,,,,,,,,,,,
2005-10-28,30:44.9,37.4159,75.3905,35,3.8,,,,,,,,,,,,,,,,
2005-10-28,12:54.0,34.0529,73.3855,27,4,,,,,,,,,,,,,,,,
2005-10-28,34:16.2,34.6692,73.2603,19.5,5.3,,,,,,,,,,,,,,,,
2005-10-28,56:44.7,34.5594,73.2004,22,4.5,,,,,,,,,,,,,,,,
2005-10-28,29:08.3,34.6945,73.5154,22,4,,,,,,,,,,,,,,,,
2005-10-29,32:06.8,29.3635,81.5428,27,4.4,,,,,,,,,,,,,,,,
2005-10-29,34:05.5,36.7026,71.8804,124,4,,,,,,,,,,,,,,,,
2005-10-29,40:15.9,34.7945,73.404,22,4,,,,,,,,,,,,,,,,
2005-10-29,46:17.7,34.5361,73.0268,21,4.2,,,,,,,,,,,,,,,,
2005-10-29,23:26.3,34.5814,73.2732,22,4.5,,,,,,,,,,,,,,,,
2005-10-29,42:26.9,34.804,73.1436,24,4,,,,,,,,,,,,,,,,
2005-10-29,56:29.9,34.4124,73.582,22,4.8,,,,,,,,,,,,,,,,
2005-10-30,30:08.2,27.762,87.8803,88.7,4,,,,,,,,,,,,,,,,
2005-10-31,51:13.2,29.5384,81.7333,28.1,4.9,,,,,,,,,,,,,,,,
2005-10-31,07:42.9,30.8169,81.9296,35,3.1,,,,,,,,,,,,,,,,
2005-10-31,47:55.3,28.4667,84.8935,6.9,5.1,,,,,,,,,,,,,,,,
2005-10-31,49:03.3,34.3332,73.7474,27,3.5,,,,,,,,,,,,,,,,
2005-10-31,20:50.9,33.518,75.3706,22,3.7,,,,,,,,,,,,,,,,
2005-10-31,57:02.8,34.796,73.5306,35,3.6,,,,,,,,,,,,,,,,
2005-10-31,20:20.9,34.7578,73.1062,21,4.2,,,,,,,,,,,,,,,,
2005-11-01,03:19.1,34.6257,73.1872,21,4.8,,,,,,,,,,,,,,,,
2005-11-02,53:28.9,34.8357,73.1331,24,4,,,,,,,,,,,,,,,,
2005-11-03,55:26.0,34.5242,73.7024,31.4,4.2,,,,,,,,,,,,,,,,
2005-11-03,47:27.4,34.4743,73.4708,22,3.9,,,,,,,,,,,,,,,,
2005-11-03,21:09.5,34.5709,73.6476,22,3.9,,,,,,,,,,,,,,,,
2005-11-03,57:02.5,34.6832,73.2691,22,4.2,,,,,,,,,,,,,,,,
2005-11-03,13:53.8,34.7575,73.3247,22,4.3,,,,,,,,,,,,,,,,
2005-11-03,19:14.4,34.6989,73.0486,21,4.6,,,,,,,,,,,,,,,,
2005-11-04,59:21.6,34.7402,73.0466,24,3.9,,,,,,,,,,,,,,,,
2005-11-04,22:51.0,34.7045,73.3854,22,4.1,,,,,,,,,,,,,,,,
2005-11-04,05:53.3,34.4069,74.1636,26,4,,,,,,,,,,,,,,,,
2005-11-05,19:09.5,37.2208,72.2318,152,3.9,,,,,,,,,,,,,,,,
2005-11-05,41:57.6,34.0671,73.2924,22,3.9,,,,,,,,,,,,,,,,
2005-11-05,03:50.3,34.2547,73.7593,20,4.2,,,,,,,,,,,,,,,,
2005-11-05,25:39.5,34.3075,73.4604,22,4,,,,,,,,,,,,,,,,
2005-11-06,36:52.7,29.7355,81.8078,21,4.8,,,,,,,,,,,,,,,,
2005-11-06,09:54.2,34.8449,73.104,14.9,4.3,,,,,,,,,,,,,,,,
2005-11-06,11:54.2,34.5385,73.411,19.3,5.2,,,,,,,,,,,,,,,,
2005-11-06,50:49.6,34.584,73.0075,21,3.8,,,,,,,,,,,,,,,,
2005-11-07,32:38.5,34.0082,73.4966,27,4.1,,,,,,,,,,,,,,,,
2005-11-07,05:18.1,34.4486,73.5978,22,4.3,,,,,,,,,,,,,,,,
2005-11-07,05:17.8,34.6941,73.3952,21,4.1,,,,,,,,,,,,,,,,
2005-11-08,49:25.9,34.7873,73.181,24,4.1,,,,,,,,,,,,,,,,
2005-11-08,55:20.6,34.3882,73.8456,26,4,,,,,,,,,,,,,,,,
2005-11-09,53:48.2,34.6682,73.3838,22,4.1,,,,,,,,,,,,,,,,
2005-11-09,20:29.2,33.9685,73.4782,27,3.9,,,,,,,,,,,,,,,,
2005-11-09,02:08.4,34.1151,73.4463,27,4.1,,,,,,,,,,,,,,,,
2005-11-09,58:44.4,36.8555,73.9804,35,4,,,,,,,,,,,,,,,,
2005-11-10,52:22.5,34.6408,73.282,22,4.2,,,,,,,,,,,,,,,,
2005-11-13,52:28.3,34.7817,73.2374,24,4.1,,,,,,,,,,,,,,,,
2005-11-14,31:05.5,34.6146,73.1219,21,4.2,,,,,,,,,,,,,,,,
2005-11-14,50:59.6,34.6198,72.993,21,4.2,,,,,,,,,,,,,,,,
2005-11-14,46:58.3,34.627,73.3402,22,4.1,,,,,,,,,,,,,,,,
2005-11-15,27:25.4,34.5879,73.1112,22,4,,,,,,,,,,,,,,,,
2005-11-15,55:51.4,34.6573,73.5191,21,3.9,,,,,,,,,,,,,,,,
2005-11-16,31:26.1,34.671,73.3123,22,4.1,,,,,,,,,,,,,,,,
2005-11-16,26:58.6,34.5577,75.6021,35,4.6,,,,,,,,,,,,,,,,
2005-11-16,31:11.3,34.7304,73.1989,22,4,,,,,,,,,,,,,,,,
2005-11-17,09:36.0,34.7026,73.0368,24,3.7,,,,,,,,,,,,,,,,
2005-11-17,59:35.8,37.3247,72.1982,173.2,3.5,,,,,,,,,,,,,,,,
2005-11-19,38:05.0,34.3873,73.6356,22,4.5,,,,,,,,,,,,,,,,
2005-11-20,46:23.5,29.9312,80.0522,26.1,3.7,,,,,,,,,,,,,,,,
2005-11-20,35:03.8,34.7808,73.1567,15.4,4.9,,,,,,,,,,,,,,,,
2005-11-20,00:42.9,34.6326,72.8267,21,3.9,,,,,,,,,,,,,,,,
2005-11-20,56:27.6,34.6393,73.0785,21,3.9,,,,,,,,,,,,,,,,
2005-11-21,26:14.5,34.7407,73.2202,20,5.3,,,,,,,,,,,,,,,,
2005-11-21,18:23.2,34.6978,73.137,21,4.6,,,,,,,,,,,,,,,,
2005-11-23,05:22.7,34.7327,73.0041,24,3.7,,,,,,,,,,,,,,,,
2005-11-25,50:29.6,28.3405,88.9986,35,3.7,,,,,,,,,,,,,,,,
2005-11-26,59:29.6,34.4835,72.7395,21,3.7,,,,,,,,,,,,,,,,
2005-11-27,59:34.1,34.6446,73,21,4.6,,,,,,,,,,,,,,,,
2005-11-27,05:09.1,34.6411,72.9611,21,3.9,,,,,,,,,,,,,,,,
2005-11-27,21:58.9,34.8099,73.0461,24,3.8,,,,,,,,,,,,,,,,
2005-11-28,36:24.9,33.4131,74.122,35,3.4,,,,,,,,,,,,,,,,
2005-11-28,10:10.7,34.7313,73.0761,24,4.2,,,,,,,,,,,,,,,,
2005-11-29,27:22.6,34.7464,80.0938,35,4.5,,,,,,,,,,,,,,,,
2005-11-29,29:33.5,34.6876,73.5122,22,3.9,,,,,,,,,,,,,,,,
2005-11-30,27:13.5,34.5404,73.4471,22,3.9,,,,,,,,,,,,,,,,
2005-11-30,34:19.4,34.5775,72.7709,24,3.7,,,,,,,,,,,,,,,,
2005-12-01,56:56.6,33.2972,75.5431,22,3.5,,,,,,,,,,,,,,,,
2005-12-01,16:08.7,34.6844,72.9612,21,3.8,,,,,,,,,,,,,,,,
2005-12-01,38:27.9,34.7974,73.1813,14.3,5,,,,,,,,,,,,,,,,
2005-12-01,36:31.5,34.1914,73.7157,20,4.3,,,,,,,,,,,,,,,,
2005-12-01,58:04.6,34.3022,73.7355,26,4,,,,,,,,,,,,,,,,
2005-12-03,18:41.7,34.9773,74.0255,34,3.9,,,,,,,,,,,,,,,,
2005-12-04,05:06.5,34.1959,73.4902,27,3.6,,,,,,,,,,,,,,,,
2005-12-04,32:36.7,34.2382,73.2719,22,3.8,,,,,,,,,,,,,,,,
2005-12-06,34:39.4,34.664,73.1586,21,3.6,,,,,,,,,,,,,,,,
2005-12-07,19:12.7,34.7025,73.2961,22,4.1,,,,,,,,,,,,,,,,
2005-12-10,39:36.5,29.0604,82.3432,35,3.8,,,,,,,,,,,,,,,,
2005-12-10,38:01.5,37.157,72.0472,142,3.4,,,,,,,,,,,,,,,,
2005-12-11,13:06.7,34.5375,72.8676,21,4,,,,,,,,,,,,,,,,
2005-12-11,02:06.1,34.8751,73.199,21,4.3,,,,,,,,,,,,,,,,
2005-12-12,34:13.6,29.2966,82.0234,31,4.5,,,,,,,,,,,,,,,,
2005-12-14,09:53.3,30.5131,79.2366,37.8,5.2,,,,,,,,,,,,,,,,
2005-12-15,49:19.9,34.7074,73.1438,21,4,,,,,,,,,,,,,,,,
2005-12-16,01:31.1,30.484,79.3346,45.6,3.8,,,,,,,,,,,,,,,,
2005-12-16,48:27.3,34.7196,73.3314,21,3.7,,,,,,,,,,,,,,,,
2005-12-16,49:59.9,34.7974,73.3976,22,4,,,,,,,,,,,,,,,,
2005-12-17,12:42.1,34.107,73.8141,20,4.3,,,,,,,,,,,,,,,,
2005-12-18,03:28.5,35.7379,73.2857,50,4,,,,,,,,,,,,,,,,
2005-12-18,29:10.6,34.6479,73.3971,22,4,,,,,,,,,,,,,,,,
2005-12-19,08:33.0,34.2537,73.9022,27,4.2,,,,,,,,,,,,,,,,
2005-12-19,04:32.7,34.9261,73.9795,34,4.6,,,,,,,,,,,,,,,,
2005-12-20,24:13.5,37.493,72.4146,176,3.6,,,,,,,,,,,,,,,,
2005-12-21,21:46.3,34.9021,73.7964,34,3.6,,,,,,,,,,,,,,,,
2005-12-21,49:57.1,34.7779,73.0267,24,3.7,,,,,,,,,,,,,,,,
2005-12-22,07:56.3,34.2678,73.5293,22,3.9,,,,,,,,,,,,,,,,
2005-12-24,38:30.2,34.8025,73.4196,21,3.6,,,,,,,,,,,,,,,,
2005-12-24,07:35.8,37.0033,72.0265,152,3.3,,,,,,,,,,,,,,,,
2005-12-25,19:39.7,29.934,83.5903,17,3.4,,,,,,,,,,,,,,,,
2005-12-25,08:06.7,28.6771,86.1805,35,4,,,,,,,,,,,,,,,,
2005-12-25,02:07.2,34.6419,73.3296,19.6,5.2,,,,,,,,,,,,,,,,
2005-12-25,41:04.9,34.5669,72.8758,21,3.8,,,,,,,,,,,,,,,,
2005-12-25,56:22.7,34.7027,72.8497,25,3.2,,,,,,,,,,,,,,,,
2005-12-26,51:05.0,34.7532,72.9568,24,3.8,,,,,,,,,,,,,,,,
2005-12-28,23:59.8,36.1409,71.8498,150,3.7,,,,,,,,,,,,,,,,
2005-12-28,22:02.1,34.7708,73.3372,21,3.9,,,,,,,,,,,,,,,,
2005-12-28,04:30.8,34.6701,73.4064,14.6,5,,,,,,,,,,,,,,,,
2005-12-28,08:20.7,34.7686,73.3848,21,4.4,,,,,,,,,,,,,,,,
2005-12-29,09:45.0,34.6155,72.8,21,3.8,,,,,,,,,,,,,,,,
2006-01-01,51:40.8,34.617,72.9261,21,3.5,,,,,,,,,,,,,,,,
2006-01-01,25:53.1,34.2184,73.7285,20,3.9,,,,,,,,,,,,,,,,
2006-01-02,55:36.4,34.8314,73.1449,24,3.9,,,,,,,,,,,,,,,,
2006-01-03,54:50.0,34.2592,79.8151,28,3.6,,,,,,,,,,,,,,,,
2006-01-03,01:49.2,34.8398,73.1546,24,3.5,,,,,,,,,,,,,,,,
2006-01-04,04:41.8,34.7609,72.7609,24,3.8,,,,,,,,,,,,,,,,
2006-01-04,31:14.9,34.6081,73.2433,22,4.4,,,,,,,,,,,,,,,,
2006-01-04,51:48.3,34.6461,73.1494,21,4.2,,,,,,,,,,,,,,,,
2006-01-06,41:41.5,34.4945,73.6507,22,4.5,,,,,,,,,,,,,,,,
2006-01-07,32:34.2,34.2744,73.9129,26,4.2,,,,,,,,,,,,,,,,
2006-01-08,16:50.6,31.4412,80.5974,35,3.2,,,,,,,,,,,,,,,,
2006-01-08,23:17.2,34.6451,73.0562,21,4,,,,,,,,,,,,,,,,
2006-01-08,40:37.5,36.1291,72.0899,150,3.5,,,,,,,,,,,,,,,,
2006-01-08,22:00.6,34.6865,72.8992,21,3.9,,,,,,,,,,,,,,,,
2006-01-08,23:18.1,34.8927,72.9889,24,3.6,,,,,,,,,,,,,,,,
2006-01-08,00:29.8,34.6925,73.1274,21,3.9,,,,,,,,,,,,,,,,
2006-01-11,04:15.0,34.3,73.7378,26,4,,,,,,,,,,,,,,,,
2006-01-11,48:43.2,34.1197,73.9443,20,4.7,,,,,,,,,,,,,,,,
2006-01-13,14:45.2,34.2108,73.7058,20,4.1,,,,,,,,,,,,,,,,
